text,category,priority,sentiment
"Sir, cobwebs everywhere. Location: corridor. few hours. Very disappointed.",Cleanliness,Medium,Negative
"general complaint at campus, fire. Ye kya ho raha hai.",Other,Critical,Negative
"To whom it may concern, admission form not accepted. Location: registrar office. since 3 days. Very disappointed.",Administrative,High,Negative
"Complaint: college bus is always late at campus gate, since 3 days. Thanks.",Transport,High,Neutral
"ground floor me room not cleaned for days, since yesterday. Frustrated with this.",Cleanliness,Medium,Negative
"Dear admin, washroom is very dirty. Location: washroom. just a suggestion. Very disappointed.",Cleanliness,Low,Negative
"Complaint: computer lab me wifi not working, just a suggestion. Frustrated with this.",Internet/Wifi,Low,Negative
"Sir, portal me results not published, since yesterday. Very disappointed.",Academic Issue,Medium,Negative
"Dear admin, bus did not come today. Location: route 5. no response yet. Frustrated with this.",Transport,High,Negative
"Dear admin, There is a problem: harassment in hostel in the sports ground. today morning. Please look into it.",Harassment,Medium,Neutral
Complaint: same menu every day. Location: dining area. today morning. Thanks in advance.,Mess/Food,Medium,Positive
"To whom it may concern, main road me dustbin overflowing, minor issue. Frustrated with this.",Garbage,Low,Negative
Complaint: There is a problem: room lock broken in the warden office. small problem. Bahut buri service hai.,Hostel Room,Low,Negative
washbasin is leaking. Location: ground floor washroom. many students affected. Frustrated with this.,Plumbing,High,Negative
"Sir, canteen area me garbage not collected, occasionally. Bahut buri service hai.",Garbage,Low,Negative
"To whom it may concern, admission form not accepted at accounts office, since 3 days. Please look into it.",Administrative,High,Neutral
"Dear admin, internet is very slow. Location: classroom. kindly resolve. Awaiting your response.",Internet/Wifi,Medium,Neutral
Complaint: There is a problem: found insect in food in the canteen. since yesterday. Ye kya ho raha hai.,Mess/Food,Medium,Negative
There is a problem: room not cleaned for days in the ground floor. few hours. Please look into it.,Cleanliness,Medium,Neutral
"Dear admin, mess timing is wrong. Location: dining area. please look into it. Ye kya ho raha hai.",Mess/Food,Medium,Negative
"Dear admin, wifi not working. Location: computer lab. since yesterday. This is unacceptable.",Internet/Wifi,Medium,Negative
"Hello, attendance shortage marked wrongly at notice board, minor issue. This is unacceptable.",Academic Issue,Low,Negative
"college bus is always late at bus stop, minor issue. Ye kya ho raha hai.",Transport,Low,Negative
"Dear admin, garbage not collected at main road, few hours. Ye kya ho raha hai.",Garbage,Medium,Negative
Complaint: There is a problem: drainage is blocked in the ground floor washroom. just a suggestion. Very disappointed.,Plumbing,Low,Negative
"Hello, sports ground me verbal abuse from staff, no response yet. Very disappointed.",Harassment,High,Negative
"Dear admin, There is a problem: water supply cut off in the Room 305. emergency. Very disappointed.",Water Supply,Critical,Negative
"Dear admin, bulb is fused at study hall, today morning. Thanks.",Electricity,Medium,Neutral
"Sir, waste dumped near hostel at hostel back side, few hours. This is unacceptable.",Garbage,Medium,Negative
"To whom it may concern, There is a problem: certificate not issued in the accounts office. kindly resolve. Thanks.",Administrative,Medium,Neutral
"Hello, very low water pressure. Location: Girls Hostel. since yesterday. Ye kya ho raha hai.",Water Supply,Medium,Negative
"To whom it may concern, Room 201 me no water supply, just a suggestion. Kindly resolve at earliest.",Water Supply,Low,Neutral
"To whom it may concern, fee receipt not generated at registrar office, please look into it. This is unacceptable.",Administrative,Medium,Negative
"To whom it may concern, faculty is rude. Location: class 3B. few hours. Please look into it.",Faculty Issue,Medium,Neutral
Complaint: professor not clearing doubts. Location: lecture hall. kindly resolve. Frustrated with this.,Faculty Issue,Medium,Negative
"Complaint: admin block me admission form not accepted, just a suggestion. Thanks.",Administrative,Low,Neutral
"Dear admin, notice board me wrong marks in result, occasionally. Frustrated with this.",Academic Issue,Low,Negative
"To whom it may concern, bijli nahi hai at auditorium, please look into it. Otherwise things are good, just fix this.",Electricity,Medium,Positive
"Complaint: library me wifi not working, please look into it. Very disappointed.",Internet/Wifi,Medium,Negative
"Dear admin, There is a problem: fee receipt not generated in the accounts office. since yesterday. Bahut buri service hai.",Administrative,Medium,Negative
"ragging by seniors at canteen, no response yet. Ye kya ho raha hai.",Harassment,High,Negative
"Complaint: sports ground me harassment in hostel, still not fixed. Appreciate quick action.",Harassment,High,Positive
"Dear admin, garbage not collected. Location: hostel back side. today morning. Thanks.",Garbage,Medium,Neutral
"Dear admin, results not published. Location: academic office. small problem. Please look into it.",Academic Issue,Low,Neutral
"Dear admin, hostel room 202 me roommate issue, danger to life. Bahut buri service hai.",Hostel Room,Critical,Negative
"To whom it may concern, There is a problem: admission form not accepted in the admin block. today morning. Thanks.",Administrative,Medium,Neutral
"Complaint: faculty room me computer is not turning on, minor issue. Thanks.",Computer/Hardware,Low,Neutral
"Complaint: garbage not collected at canteen area, today morning. Bahut buri service hai.",Garbage,Medium,Negative
"Dear admin, garbage not collected at hostel back side, please look into it. Kindly resolve at earliest.",Garbage,Medium,Neutral
"block C me broken bed, still not fixed. Bahut buri service hai.",Hostel Room,High,Negative
"Sir, There is a problem: no proper cleaning in the warden office. since 4 days. Very disappointed.",Hostel Room,High,Negative
Complaint: fire hazard in lab. Location: main gate. since 4 days. Bahut buri service hai.,Security/Safety,High,Negative
"Complaint: parking lot me cctv not working, immediately. Kindly resolve at earliest.",Security/Safety,Critical,Neutral
"cannot connect to campus network at classroom, many students affected. Awaiting your response.",Internet/Wifi,High,Neutral
"Complaint: Hostel Block A me पानी नहीं आ रहा, since 3 days. Appreciate quick action.",Water Supply,High,Positive
"Hello, keyboard keys not working. Location: computer lab. few hours. Awaiting your response.",Computer/Hardware,Medium,Neutral
"Sir, campus gate me bus driver is rude, since last week. This is unacceptable.",Transport,High,Negative
"Sir, roommate issue at block C, occasionally. Bahut buri service hai.",Hostel Room,Low,Negative
"bullying in class at sports ground, kabhi kabhi hota hai. Very disappointed.",Harassment,Low,Negative
"To whom it may concern, There is a problem: monitor is blank in the computer lab. occasionally. Kindly resolve at earliest.",Computer/Hardware,Low,Neutral
"Hello, main gate me wallet stolen from library, since yesterday. Ye kya ho raha hai.",Security/Safety,Medium,Negative
wallet stolen from library. Location: parking lot. few hours. Frustrated with this.,Security/Safety,Medium,Negative
"Hello, cannot connect to campus network at hostel room, small problem. Frustrated with this.",Internet/Wifi,Low,Negative
"Dear admin, dining area me food quality is very poor, few hours. Very disappointed.",Mess/Food,Medium,Negative
Complaint: There is a problem: washroom is very dirty in the washroom. minor issue. Bahut buri service hai.,Cleanliness,Low,Negative
"Dear admin, parking lot me cctv not working, kabhi kabhi hota hai. Please look into it.",Security/Safety,Low,Neutral
"Dear admin, There is a problem: internet is very slow in the library. please look into it. Kindly resolve at earliest.",Internet/Wifi,Medium,Neutral
There is a problem: computer is not turning on in the faculty room. small problem. Please look into it.,Computer/Hardware,Low,Neutral
"Hello, attendance shortage marked wrongly at portal, small problem. Awaiting your response.",Academic Issue,Low,Neutral
"Hello, There is a problem: corridor is filthy in the washroom. many students affected. Ye kya ho raha hai.",Cleanliness,High,Negative
"Dear admin, wifi disconnects every 5 minutes. Location: classroom. kabhi kabhi hota hai. Frustrated with this.",Internet/Wifi,Low,Negative
"dining area me found insect in food, since yesterday. Bahut buri service hai.",Mess/Food,Medium,Negative
"Sir, waste dumped near hostel at main road, just a suggestion. Frustrated with this.",Garbage,Low,Negative
"To whom it may concern, no guard at gate at night at main gate, few hours. Ye kya ho raha hai.",Security/Safety,Medium,Negative
"Sir, block C me broken bed, kindly resolve. Please look into it.",Hostel Room,Medium,Neutral
"Sir, warden office me warden not responding, kindly resolve. Frustrated with this.",Hostel Room,Medium,Negative
"Dear admin, misc issue. Location: campus. many students affected. Otherwise things are good, just fix this.",Other,High,Positive
Complaint: There is a problem: drainage is blocked in the hostel bathroom. please look into it. Thanks in advance.,Plumbing,Medium,Positive
"Dear admin, There is a problem: toilet is clogged in the ground floor washroom. just a suggestion. Bahut buri service hai.",Plumbing,Low,Negative
"Hello, same menu every day at canteen, few hours. Ye kya ho raha hai.",Mess/Food,Medium,Negative
"To whom it may concern, There is a problem: wrong marks in result in the portal. danger to life. Bahut buri service hai.",Academic Issue,Critical,Negative
"To whom it may concern, There is a problem: someone blocked my vehicle in the parking lot. few hours. Frustrated with this.",Parking,Medium,Negative
Complaint: There is a problem: fee receipt not generated in the registrar office. few hours. Awaiting your response.,Administrative,Medium,Neutral
"To whom it may concern, block C me room lock broken, kindly resolve. Frustrated with this.",Hostel Room,Medium,Negative
"Complaint: cannot connect to campus network at computer lab, since 4 days. Bahut buri service hai.",Internet/Wifi,High,Negative
"Dear admin, roommate issue. Location: hostel room 202. since last week. Frustrated with this.",Hostel Room,High,Negative
"Dear admin, fee receipt not generated at accounts office, just a suggestion. Please look into it.",Administrative,Low,Neutral
